Roll_no,Name,Gender,Student_Email,Parent_Email,Contact No.,Parents Name,DOB
899,Piya Bal,Male,oagate@yahoo.com,chayer@hotmail.com,9.16E+11,Neelofar Taneja,17-05-2002
900,Manikya Sawhney,Female,ltailor@gmail.com,sana87@yahoo.com,9.18E+11,Aarush Dora,27-04-2007
901,Vivaan Sekhon,Female,osangha@salvi.com,vdivan@khalsa.com,1525665343,Sahil Acharya,16-04-2007
902,Ahana  Behl,Female,myrabath@yahoo.com,chiragsethi@gala-bhalla.com,9.13E+11,Aarav Sura,16-02-2003
903,Oorja Jhaveri,Female,dharmajankhalsa@ganguly-raman.com,yiyer@yahoo.com,9.16E+11,Kaira Thakkar,01-03-2005
904,Nehmat Varghese,Female,parinaazamble@venkatesh-sathe.net,jsathe@yahoo.com,3430071439,Jivin Tella,04-10-2000
905,Gokul Rajagopal,Male,samar21@dasgupta.com,amblemannat@hotmail.com,9.16E+11,Prerak Varughese,08-02-2005
906,Badal Grewal,Female,rdhingra@gmail.com,qvyas@chakraborty.com,3643468669,Pranay Agarwal,02-03-2004
907,Hazel Madan,Female,bedimishti@gmail.com,xdasgupta@mani-venkatesh.com,9503743825,Miraan Sangha,20-11-2006
908,Mishti Gala,Female,comarcharvi@dugal.com,aaryahibhat@yahoo.com,9.20E+11,Aarush Chaudhry,15-02-2002
909,Zara Grover,Female,devanshvora@hotmail.com,zborde@kade-khanna.com,7518335417,Priyansh Apte,28-03-2007
910,Kanav Mammen,Male,luthraadvika@yahoo.com,lavanya47@gmail.com,8569213662,Nirvaan Gokhale,29-08-2001
911,Indrajit Vyas,Male,pkurian@hotmail.com,somanhiran@gmail.com,7791919013,Raghav Bala,19-03-2007
912,Rhea Trivedi,Male,iguha@gmail.com,sethhunar@bhakta.org,1075239862,Indranil Raju,22-11-2003
913,Mohanlal Srivastava,Male,kkothari@yahoo.com,kbir@gmail.com,2565267270,Sara Kapoor,13-12-2004
914,Anya Kari,Female,yuvaan60@savant.com,biswasshayak@karnik.biz,9.19E+11,Biju Mander,16-09-2005
915,Azad Tiwari,Female,kiaantandon@gmail.com,amalhotra@gmail.com,3810484171,Vanya Basak,15-10-2006
916,Akarsh Chakrabarti,Male,ranbirmammen@yahoo.com,ivankothari@gmail.com,4261143084,Samarth Borah,07-11-2005
917,Jayant Butala,Female,darshittank@hotmail.com,zeeshansathe@raj.com,1929735699,Tarini Rana,23-06-2007
918,Shray Vala,Male,koshykiara@gmail.com,jhamyra@hotmail.com,9.17E+11,Jayant Yadav,01-01-2004
919,Eva Manne,Female,aaryahi43@salvi.com,auroratanya@yahoo.com,3054669798,Shanaya Garg,06-04-2006
920,Lakshit Bhattacharyya,Female,suhanabasu@yahoo.com,ivan11@dixit.com,1197041338,Saksham Karpe,16-01-2004
921,Tanya Rao,Male,sibalaaina@gmail.com,miraan68@hotmail.com,9.20E+11,Jayant Kashyap,12-06-2002
922,Zaina Sheth,Female,sharyan@dube.com,yakshit25@yahoo.com,3749437133,Drishya Bera,27-04-2001
923,Jivin Apte,Female,ygola@chahal.com,akarshkumer@yahoo.com,9555700194,Vardaniya Sibal,10-10-2005
924,Alia Krish,Male,pmangat@thaman.com,sarabhardwaj@hotmail.com,6673689452,Vritika Hayre,08-06-2007
925,Tanya Sharaf,Female,vardaniyadutta@hotmail.com,xborde@tripathi-vora.info,6982369468,Samarth Wason,22-01-2005
926,Lakshay Sharma,Female,waliaamira@hotmail.com,yuvaankhatri@toor.net,2706736630,Tara Rattan,28-01-2005
927,Dhanuk Warrior,Female,usaraf@yahoo.com,hrishita66@lala.com,989045042,Anahi Dua,11-12-2000
928,Lakshay Bora,Male,nitarabir@gmail.com,anvisandhu@bhatti.com,8327593070,Kiara Chahal,25-11-2000
929,Mohanlal Sankar,Female,tanya51@yahoo.com,veerratti@tak.com,9742872409,Rania Arya,27-01-2003
930,Anika Varty,Male,samihawable@kumar.com,deyindrans@yahoo.com,5758930500,Fateh Ganesan,31-10-2001
931,Hrishita Sahota,Male,kapoorjayan@hotmail.com,shaaniyengar@sekhon-bumb.info,1755304624,Charvi Choudhry,13-05-2006
932,Stuvan Majumdar,Female,fhans@jha.com,vivaan86@bhalla-hari.com,8613835315,Neelofar Gade,30-10-2006
933,Saksham Devan,Male,boradivit@yahoo.com,trisha15@hotmail.com,1917940854,Ishaan Dhillon,25-10-2003
934,Pranay Subramaniam,Female,detarini@gmail.com,srivastavatejas@iyer.com,4463888909,Kimaya Bhakta,13-08-2005
935,Ayesha Devi,Male,raghavlal@brar.com,xbhatt@gmail.com,9309615323,Prisha Chacko,18-12-2006
936,Saksham Dugar,Female,ahana-62@gmail.com,jivika08@vasa.com,1725091490,Nirvaan Saini,23-09-2007
937,Dishani Gandhi,Female,surarenee@char.org,nehmatsanghvi@hotmail.com,9081411143,Tanya Mann,23-08-2006
938,Biju Sachdev,Male,mangatdhanush@gmail.com,advik82@hotmail.com,7148443626,Pranay Ahluwalia,12-04-2007
939,Anya Buch,Female,alia03@badal.com,anika53@yahoo.com,7689980955,Shalv Korpal,30-09-2001
940,Hiran Jain,Male,yasmin72@yahoo.com,sbobal@sheth.com,7873888996,Riaan Ravi,25-04-2005
941,Dhanush Barad,Male,sara04@uppal-dani.com,kiara46@hotmail.com,6598082739,Vaibhav Jhaveri,30-11-2002
942,Jivika Rastogi,Male,buchbaiju@varma-venkatesh.biz,ttata@hotmail.com,9.18E+11,Neelofar Datta,17-11-2003
943,Divyansh Mallick,Male,madhupkaran@yahoo.com,adirabala@bahri.com,9.11E+11,Farhan Ramachandran,05-11-2000
944,Tara Shenoy,Female,sodhinirvi@hotmail.com,madhup54@amble-karnik.info,3709352287,Faiyaz Amble,20-08-2002
945,Kabir Buch,Female,diyabir@yahoo.com,piyachakrabarti@grover.com,819554527,Nehmat Sarraf,07-03-2004
946,Mahika Saxena,Female,armaan31@gmail.com,tsekhon@hotmail.com,9.13E+11,Indrans Kurian,05-01-2007
947,Shaan Gokhale,Female,fshere@yahoo.com,aarnasama@yahoo.com,2125599997,Reyansh Sura,24-10-2000
948,Divyansh Borah,Male,agateneysa@gmail.com,ssubramaniam@gmail.com,2006287325,Zara Wason,06-09-2007
949,Mohanlal Bose,Female,priyanshchaudry@yahoo.com,nayantarasibal@yahoo.com,9016992568,Samaira Khare,21-12-2006
950,Aaryahi Din,Female,isrivastava@hayre-kapadia.org,qseth@rege.com,5060645014,Jhanvi Mallick,01-03-2006
951,Dhanuk Kalla,Male,kismatramanathan@randhawa.com,gganesan@lad.com,9.18E+11,Ivan Tripathi,12-08-2001
952,Adira Bera,Female,sahaaarush@gmail.com,pkothari@sani.org,9.20E+11,Ira Dada,03-01-2006
953,Jivin Raval,Male,reyanshsani@hotmail.com,oravel@yohannan-lal.biz,9.16E+11,Anvi Swaminathan,03-05-2001
954,Kabir Thakkar,Male,rreddy@yahoo.com,grovernirvaan@randhawa.info,2905013897,Aniruddh Vyas,02-05-2003
955,Dhruv Choudhary,Female,ldate@sahni.com,yashvighosh@gmail.com,2639039976,Manikya Korpal,15-06-2002
956,Nitya Ganesh,Male,sarkarprerak@wali.info,bedieva@chandran-badami.com,2832773253,Mamooty Dayal,17-07-2003
957,Reyansh Agate,Female,mangatjayesh@kohli-krishnan.org,balahimmat@gmail.com,7471615992,Reyansh Bedi,27-07-2005
958,Keya Bala,Female,adhaliwal@roy.org,urvi04@gmail.com,8438788614,Bhamini Reddy,14-02-2004
959,Shalv Bora,Female,rohansolanki@hotmail.com,hsachar@iyengar.com,8385052174,Vardaniya Babu,30-11-2003
960,Kavya Dyal,Female,saanvikale@hotmail.com,kartikkhare@babu.biz,9451043273,Nishith Chowdhury,31-03-2004
961,Indrans Ganguly,Male,mishti70@kant.com,himmat57@mall.org,9.16E+11,Miraan Dube,16-09-2005
962,Manikya Banik,Male,mandalaradhya@hotmail.com,fbakshi@yahoo.com,7700094358,Adira Ravel,30-05-2006
963,Myra Mall,Male,issacvihaan@yahoo.com,jayant82@dora.biz,1902981431,Mohanlal Bhandari,05-12-2006
964,Nayantara Divan,Female,qsharma@hotmail.com,lavanya45@yogi.biz,9.18E+11,Navya Mand,01-06-2001
965,Ishaan Mahal,Female,agarwaltushar@hotmail.com,xkibe@grewal.info,9.15E+11,Pranay Soman,21-06-2001
966,Riaan Lanka,Female,ivanram@hotmail.com,sairamaharaj@chowdhury.com,3280008336,Badal Bassi,16-01-2002
967,Inaaya  Lalla,Female,jivika16@yadav.com,mehul37@ramesh.com,5411742446,Siya Bhatia,26-07-2002
968,Manikya Sane,Female,kanthimmat@gmail.com,somansiya@yahoo.com,9.18E+11,Riaan Srivastava,22-09-2006
969,Damini Jhaveri,Female,kakarjivin@yahoo.com,aainasarraf@hotmail.com,3192825443,Pihu Chokshi,23-05-2003
970,Kiara Randhawa,Male,inaaya-choudhry@sawhney.com,echandra@gmail.com,9096039077,Drishya Ray,01-11-2006
971,Samar Dey,Male,schoudhry@gmail.com,sahilbatra@bhatnagar.com,1038811287,Farhan Cheema,20-09-2004
972,Samaira Dewan,Male,chakrabartimanikya@gmail.com,jayeshgoda@kale-mall.biz,1789285778,Vanya Luthra,12-02-2004
973,Advik Batta,Male,kavya74@hotmail.com,sumerviswanathan@bahri.com,4307461851,Sana Kulkarni,14-07-2003
974,Romil Gokhale,Male,uwalla@yahoo.com,nehmat10@gmail.com,9.15E+11,Nishith Chaudhuri,28-02-2003
975,Jayan Atwal,Male,deoleva@iyengar.com,bahlnitara@khurana.com,6518306274,Romil Bora,28-04-2005
976,Tarini Hans,Male,vaibhav81@hotmail.com,lalllakshit@hotmail.com,6711997877,Ahana  Chaudhari,14-09-2002
977,Sahil Tandon,Male,yogijivika@hotmail.com,tejas54@mangal-tiwari.com,9.17E+11,Abram Ahluwalia,05-03-2006
978,Dhanuk Cheema,Female,hiran33@khalsa.com,siyaloyal@saran.com,2500992252,Bhavin Sathe,20-12-2002
979,Tarini Viswanathan,Male,dharmajankrishnan@gmail.com,ysastry@lala-char.com,9.16E+11,Baiju Ram,23-03-2007
980,Dharmajan Srinivas,Female,tarinibalan@hotmail.com,charviborra@hotmail.com,9.12E+11,Alia Rau,20-12-2004
981,Ahana  Seshadri,Female,mahalkiaan@hans.com,sbora@gmail.com,9.10E+11,Samiha Mander,31-10-2000
982,Devansh Solanki,Male,dbhatti@talwar.com,aniruddh56@sur.com,9.13E+11,Kavya Srinivas,09-02-2005
983,Lavanya Rajagopalan,Male,sastrylakshay@yahoo.com,shayakrajan@hotmail.com,5789286222,Zara Chakrabarti,23-04-2007
984,Abram Contractor,Male,advika96@sekhon.net,daminiyohannan@gmail.com,9.10E+11,Tanya Aggarwal,28-01-2007
985,Miraan Tella,Male,siyadoshi@yahoo.com,doshiadvik@yahoo.com,4200090163,Drishya Behl,30-04-2003
986,Kiara Sampath,Male,mdar@yahoo.com,qbrar@bhat.com,1211016643,Nitara Varty,21-06-2001
987,Sahil Boase,Male,sankaranvidur@gmail.com,batrafarhan@dyal-bali.info,9.17E+11,Raunak Saxena,09-07-2004
988,Rati Gara,Female,basulakshay@hotmail.com,chauhantushar@raj.biz,9.14E+11,Hunar Srinivasan,08-01-2006
989,Anahita Mandal,Female,kabirde@verma.com,routparinaaz@hotmail.com,3781660615,Yashvi Varughese,12-06-2003
990,Hunar Zachariah,Female,dattadivit@ramakrishnan.biz,bhallahiran@yahoo.com,9.13E+11,Jayesh Walia,29-09-2006
991,Madhup Chakrabarti,Female,samihasehgal@yahoo.com,zkant@ramesh-krish.net,2839774811,Divit Raju,11-05-2007
992,Zeeshan Tripathi,Female,tarantailor@yahoo.com,jhanvi26@bava-shan.org,9.11E+11,Ela Chaudhuri,14-03-2002
993,Shray Gupta,Male,chaudharyzara@deshmukh.com,aarnagulati@srinivas.com,7043664797,Shamik Vyas,24-08-2005
994,Lagan Manda,Female,uthkarshbhagat@desai.org,keyabarad@boase.com,1337062283,Nirvi Goyal,28-06-2006
995,Gokul Grover,Female,vanyaahuja@shah-thaker.com,hdutt@de.biz,3173628008,Umang Bali,11-04-2006
996,Aarna Varma,Female,mcontractor@yahoo.com,divyanshghosh@gmail.com,6611504674,Miraan Bhavsar,07-09-2002
997,Amira Dutt,Female,romilbutala@gandhi-subramanian.com,qgopal@yahoo.com,9.19E+11,Samiha Kota,05-05-2007
998,Raunak Walia,Female,rtiwari@savant-sarkar.net,reyanshkumar@bakshi.net,8367500202,Sara Balasubramanian,27-03-2007
999,Hazel Bhat,Male,heerrao@gmail.com,mahikavarma@hotmail.com,9.11E+11,Kismat Bera,07-06-2006
1000,Jiya Borde,Male,ahana-bala@gmail.com,divitkala@hotmail.com,9.15E+11,Stuvan Chadha,21-06-2005
